,"SYMBOL,P/C,EXPIRATION,STRIKE-PRICE,MARK-PRICE,OPEN-INTEREST,DATE"
12307,"4SPX,C,03 05 2025,05377 200,340.3019,27,04/01/2024"
12308,"4SPX,C,03 05 2025,05471 220,287.4943,10,04/01/2024"
12309,"4SPX,C,03 05 2025,05635 400,206.8149,6,04/01/2024"
12310,"4SPX,C,03 05 2025,05650 000,200.369,1,04/01/2024"
12311,"4SPX,C,03 05 2025,05666 280,193.3714,13,04/01/2024"
12312,"4SPX,C,03 05 2025,05738 870,164.0745,1,04/01/2024"
12313,"4SPX,C,03 06 2025,02783 240,2562.453,474,04/01/2024"
12314,"4SPX,P,03 06 2025,02783 240,12.6129,474,04/01/2024"
12315,"4SPX,C,03 06 2025,02793 390,2552.903,101,04/01/2024"
12316,"4SPX,P,03 06 2025,02793 390,12.7481,101,04/01/2024"
12317,"4SPX,C,03 06 2025,04465 480,1024.564,9,04/01/2024"
12318,"4SPX,C,03 06 2025,04598 100,912.5259,9,04/01/2024"
12319,"4SPX,C,03 06 2025,05104 760,518.5209,731,04/01/2024"
12320,"4SPX,C,03 06 2025,05104 800,518.4927,15,04/01/2024"
12321,"4SPX,C,03 06 2025,05205 830,449.0087,156,04/01/2024"
12322,"4SPX,C,03 06 2025,05217 580,441.2289,133,04/01/2024"
12323,"4SPX,C,03 06 2025,05259 940,413.9589,99,04/01/2024"
12324,"4SPX,C,03 06 2025,05318 140,376.8856,124,04/01/2024"
12325,"4SPX,C,03 06 2025,05391 300,332.8597,15,04/01/2024"
12326,"4SPX,C,03 06 2025,05497 990,274.2896,13,04/01/2024"
12327,"4SPX,C,03 06 2025,05563 680,240.8233,200,04/01/2024"
12328,"4SPX,C,03 06 2025,05664 850,194.6979,4,04/01/2024"
12329,"4SPX,C,03 06 2025,05793 900,144.8443,2,04/01/2024"
12330,"4SPX,C,03 07 2025,05090 000,529.7486,175,04/01/2024"
12331,"4SPX,C,03 07 2025,05137 100,496.7164,50,04/01/2024"
12332,"4SPX,C,03 07 2025,05140 000,494.708,400,04/01/2024"
12333,"4SPX,C,03 07 2025,05157 360,482.7435,130,04/01/2024"
12334,"4SPX,C,03 07 2025,05170 000,474.1079,11,04/01/2024"
12335,"4SPX,C,03 07 2025,05247 100,422.9848,29,04/01/2024"
12336,"4SPX,C,03 07 2025,05250 000,421.1255,100,04/01/2024"
12337,"4SPX,C,03 07 2025,05300 000,389.1483,9,04/01/2024"
12338,"4SPX,C,03 07 2025,05305 890,385.408,20,04/01/2024"
12339,"4SPX,C,03 07 2025,05312 080,381.4931,12,04/01/2024"
12340,"4SPX,C,03 07 2025,05367 600,347.5972,50,04/01/2024"
12341,"4SPX,C,03 07 2025,05370 000,346.1771,150,04/01/2024"
12342,"4SPX,C,03 07 2025,05389 050,334.9873,4,04/01/2024"
12343,"4SPX,C,03 07 2025,05431 220,310.5635,11,04/01/2024"
12344,"4SPX,C,03 07 2025,05480 000,284.4857,250,04/01/2024"
12345,"4SPX,C,03 07 2025,05490 000,279.2621,6,04/01/2024"
12346,"4SPX,C,03 07 2025,05544 160,251.4083,34,04/01/2024"
12347,"4SPX,C,03 07 2025,05630 000,210.688,75,04/01/2024"
12348,"4SPX,C,03 07 2025,05647 310,203.0164,1,04/01/2024"
12349,"4SPX,C,03 07 2025,05670 000,193.2399,8,04/01/2024"
12350,"4SPX,C,03 07 2025,05711 780,175.967,1,04/01/2024"
12351,"4SPX,C,03 07 2025,05747 340,162.2949,6,04/01/2024"
12352,"4SPX,C,03 07 2025,05776 240,151.7786,12,04/01/2024"
12353,"4SPX,C,03 10 2025,02978 500,2380.091,182,04/01/2024"
12354,"4SPX,P,03 10 2025,02978 500,15.7754,182,04/01/2024"
12355,"4SPX,C,03 10 2025,05123 700,508.4914,18,04/01/2024"
12356,"4SPX,C,03 10 2025,05336 100,369.0308,18,04/01/2024"
12357,"4SPX,C,03 11 2025,05117 900,513.357,16,04/01/2024"
12358,"4SPX,C,03 11 2025,05344 400,364.7805,16,04/01/2024"
12359,"4SPX,C,03 12 2025,05175 200,474.6608,19,04/01/2024"
12360,"4SPX,C,03 12 2025,05202 700,456.0365,3,04/01/2024"
12361,"4SPX,C,03 12 2025,05448 800,304.9051,19,04/01/2024"
12362,"4SPX,C,03 13 2025,05113 390,518.1331,51,04/01/2024"
12363,"4SPX,C,03 13 2025,05165 300,482.211,10,04/01/2024"
12364,"4SPX,C,03 13 2025,05165 310,482.2042,56,04/01/2024"
12365,"4SPX,C,03 13 2025,05248 490,426.9817,40,04/01/2024"
12366,"4SPX,C,03 13 2025,05293 250,398.3763,2,04/01/2024"
12367,"4SPX,C,03 13 2025,05426 940,317.8758,40,04/01/2024"
12368,"4SPX,C,03 13 2025,05448 200,306.0104,10,04/01/2024"
12369,"4SPX,C,03 13 2025,05558 370,248.8927,6,04/01/2024"
12370,"4SPX,C,03 13 2025,05570 110,243.0814,3,04/01/2024"
12371,"4SPX,C,03 13 2025,05731 070,172.5106,4,04/01/2024"
12372,"4SPX,C,03 14 2025,02915 470,2440.231,71,04/01/2024"
12373,"4SPX,P,03 14 2025,02915 470,15.0269,71,04/01/2024"
12374,"4SPX,C,03 14 2025,02915 750,2439.969,89,04/01/2024"
12375,"4SPX,P,03 14 2025,02915 750,15.0314,89,04/01/2024"
12376,"4SPX,C,03 14 2025,05117 090,516.3504,89,04/01/2024"
12377,"4SPX,C,03 14 2025,05117 100,516.3432,41,04/01/2024"
12378,"4SPX,C,03 14 2025,05120 000,514.3156,225,04/01/2024"
12379,"4SPX,C,03 14 2025,05150 480,493.1785,35,04/01/2024"
12380,"4SPX,C,03 14 2025,05150 500,493.1647,20,04/01/2024"
12381,"4SPX,C,03 14 2025,05160 000,486.6484,358,04/01/2024"
12382,"4SPX,C,03 14 2025,05168 260,481.0081,35,04/01/2024"
12383,"4SPX,C,03 14 2025,05201 980,458.1563,7,04/01/2024"
12384,"4SPX,C,03 14 2025,05270 000,414.046,125,04/01/2024"
12385,"4SPX,C,03 14 2025,05305 160,391.6123,14,04/01/2024"
12386,"4SPX,C,03 14 2025,05310 000,388.5461,7,04/01/2024"
12387,"4SPX,C,03 14 2025,05334 900,373.0446,41,04/01/2024"
12388,"4SPX,C,03 14 2025,05374 350,349.2872,6,04/01/2024"
12389,"4SPX,C,03 14 2025,05384 600,343.2591,20,04/01/2024"
12390,"4SPX,C,03 14 2025,05390 000,340.101,150,04/01/2024"
12391,"4SPX,C,03 14 2025,05433 760,314.7538,1,04/01/2024"
12392,"4SPX,C,03 14 2025,05434 350,314.415,35,04/01/2024"
12393,"4SPX,C,03 14 2025,05490 000,284.8236,6,04/01/2024"
12394,"4SPX,C,03 14 2025,05497 620,280.8305,7,04/01/2024"
12395,"4SPX,C,03 14 2025,05500 000,279.5882,225,04/01/2024"
12396,"4SPX,C,03 14 2025,05536 980,260.5685,6,04/01/2024"
12397,"4SPX,C,03 14 2025,05577 630,240.2203,89,04/01/2024"
12398,"4SPX,C,03 14 2025,05670 000,198.2605,75,04/01/2024"
12399,"4SPX,C,03 14 2025,05680 000,194.04,7,04/01/2024"
12400,"4SPX,C,03 14 2025,05716 130,179.1476,3,04/01/2024"
12401,"4SPX,C,03 14 2025,05756 360,163.6466,5,04/01/2024"
12402,"4SPX,C,03 17 2025,05117 700,518.3423,22,04/01/2024"
12403,"4SPX,C,03 17 2025,05352 300,364.8843,22,04/01/2024"
12404,"4SPX,C,03 18 2025,05149 400,497.16,15,04/01/2024"
12405,"4SPX,C,03 18 2025,05149 420,497.1462,24,04/01/2024"
12406,"4SPX,C,03 18 2025,05391 200,342.6181,15,04/01/2024"
12407,"4SPX,C,03 18 2025,05432 640,318.6069,1,04/01/2024"
12408,"4SPX,C,03 18 2025,05536 030,264.1695,7,04/01/2024"
12409,"4SPX,C,03 18 2025,05542 610,260.8305,11,04/01/2024"
12410,"4SPX,C,03 18 2025,05651 490,209.2126,1,04/01/2024"
12411,"4SPX,C,03 18 2025,05714 150,182.7642,4,04/01/2024"
12412,"4SPX,P,03 19 2025,04440 930,81.0295,20,04/01/2024"
12413,"4SPX,C,03 19 2025,05178 500,478.1109,15,04/01/2024"
12414,"4SPX,C,03 19 2025,05178 510,478.1041,40,04/01/2024"
12415,"4SPX,C,03 19 2025,05224 620,447.1452,20,04/01/2024"
12416,"4SPX,C,03 19 2025,05336 370,376.2076,16,04/01/2024"
12417,"4SPX,C,03 19 2025,05409 880,332.5546,11,04/01/2024"
12418,"4SPX,C,03 19 2025,05452 000,308.6943,15,04/01/2024"
12419,"4SPX,C,03 19 2025,05568 870,248.2559,7,04/01/2024"
12420,"4SPX,C,03 19 2025,05570 440,247.4922,3,04/01/2024"
12421,"4SPX,C,03 19 2025,05746 480,170.6563,2,04/01/2024"
12422,"4SPX,C,03 19 2025,05746 500,170.6487,1,04/01/2024"
12423,"4SPX,C,03 19 2025,05800 100,151.031,20,04/01/2024"
12424,"4SPX,C,03 20 2025,04402 200,1087.72,14,04/01/2024"
12425,"4SPX,C,03 20 2025,04509 170,996.6069,14,04/01/2024"
12426,"4SPX,C,03 20 2025,05150 480,498.0079,102,04/01/2024"
12427,"4SPX,C,03 20 2025,05224 620,447.9208,776,04/01/2024"
12428,"4SPX,C,03 20 2025,05224 900,447.7405,15,04/01/2024"
12429,"4SPX,C,03 20 2025,05338 520,375.6742,101,04/01/2024"
12430,"4SPX,C,03 20 2025,05382 710,349.173,14,04/01/2024"
12431,"4SPX,C,03 20 2025,05385 540,347.512,97,04/01/2024"
12432,"4SPX,C,03 20 2025,05433 600,319.6325,101,04/01/2024"
12433,"4SPX,C,03 20 2025,05458 820,305.8607,3,04/01/2024"
12434,"4SPX,C,03 20 2025,05481 150,294.1319,270,04/01/2024"
12435,"4SPX,C,03 20 2025,05509 500,279.3467,15,04/01/2024"
12436,"4SPX,C,03 20 2025,05542 280,262.5336,98,04/01/2024"
12437,"4SPX,C,03 20 2025,05562 520,252.1935,102,04/01/2024"
12438,"4SPX,C,03 20 2025,05616 520,226.3619,63,04/01/2024"
12439,"4SPX,C,03 20 2025,05720 960,181.3766,1,04/01/2024"
12440,"4SPX,C,03 20 2025,05798 060,152.3853,7,04/01/2024"
12441,"4SPX,C,03 20 2025,05846 050,135.9768,21,04/01/2024"
12442,"4SPX,C,03 21 2025,00420 690,4802.791,11,04/01/2024"
12443,"4SPX,C,03 21 2025,05150 000,499.1187,300,04/01/2024"
12444,"4SPX,C,03 21 2025,05220 000,451.6727,6,04/01/2024"
12445,"4SPX,C,03 21 2025,05237 000,440.7548,43,04/01/2024"
12446,"4SPX,C,03 21 2025,05240 000,438.839,300,04/01/2024"
12447,"4SPX,C,03 21 2025,05241 530,437.8632,639,04/01/2024"
12448,"4SPX,C,03 21 2025,05348 980,370.0805,44,04/01/2024"
12449,"4SPX,C,03 21 2025,05350 000,369.4635,150,04/01/2024"
12450,"4SPX,C,03 21 2025,05376 760,353.4563,39,04/01/2024"
12451,"4SPX,C,03 21 2025,05390 000,345.68,6,04/01/2024"
12452,"4SPX,C,03 21 2025,05398 780,340.5537,10,04/01/2024"
12453,"4SPX,C,03 21 2025,05399 820,339.9477,143,04/01/2024"
12454,"4SPX,C,03 21 2025,05408 730,334.7745,137,04/01/2024"
12455,"4SPX,C,03 21 2025,05435 990,319.0353,75,04/01/2024"
12456,"4SPX,C,03 21 2025,05451 190,310.6433,11,04/01/2024"
12457,"4SPX,C,03 21 2025,05466 800,302.4397,43,04/01/2024"
12458,"4SPX,C,03 21 2025,05466 920,302.3767,61,04/01/2024"
12459,"4SPX,C,03 21 2025,05480 000,295.5027,250,04/01/2024"
12460,"4SPX,C,03 21 2025,05506 750,281.5371,16,04/01/2024"
12461,"4SPX,C,03 21 2025,05560 740,253.8485,80,04/01/2024"
12462,"4SPX,C,03 21 2025,05570 000,249.1873,8,04/01/2024"
12463,"4SPX,C,03 21 2025,05580 000,244.3469,150,04/01/2024"
12464,"4SPX,C,03 21 2025,05599 530,235.035,11,04/01/2024"
12465,"4SPX,C,03 21 2025,05634 640,218.8822,8,04/01/2024"
12466,"4SPX,C,03 21 2025,05730 000,178.4212,50,04/01/2024"
12467,"4SPX,C,03 21 2025,05780 000,159.5426,8,04/01/2024"
12468,"4SPX,C,03 25 2025,02334 240,2989.34,453,04/01/2024"
12469,"4SPX,P,03 25 2025,02334 240,8.3255,453,04/01/2024"
12470,"4SPX,C,03 25 2025,05218 190,456.3671,48,04/01/2024"
12471,"4SPX,C,03 25 2025,05240 000,442.2936,173,04/01/2024"
12472,"4SPX,C,03 25 2025,05374 740,358.0918,15,04/01/2024"
12473,"4SPX,C,03 25 2025,05453 080,312.9586,6,04/01/2024"
12474,"4SPX,C,03 25 2025,05609 550,233.4938,14,04/01/2024"
12475,"4SPX,C,03 25 2025,05622 600,227.4265,5,04/01/2024"
12476,"4SPX,C,03 25 2025,05675 000,204.0992,170,04/01/2024"
12477,"4SPX,C,03 25 2025,05779 150,162.6141,2,04/01/2024"
12478,"4SPX,C,03 25 2025,05792 490,157.7394,6,04/01/2024"
12479,"4SPX,C,03 26 2025,02422 720,2906.266,238,04/01/2024"
12480,"4SPX,P,03 26 2025,02422 720,9.2456,238,04/01/2024"
12481,"4SPX,C,03 26 2025,02422 830,2906.162,139,04/01/2024"
12482,"4SPX,P,03 26 2025,02422 830,9.2466,139,04/01/2024"
12483,"4SPX,C,03 26 2025,02425 270,2903.865,79,04/01/2024"
12484,"4SPX,P,03 26 2025,02425 270,9.2721,79,04/01/2024"
12485,"4SPX,C,03 26 2025,02425 350,2903.79,99,04/01/2024"
12486,"4SPX,P,03 26 2025,02425 350,9.2729,99,04/01/2024"
12487,"4SPX,C,03 26 2025,02425 850,2903.319,614,04/01/2024"
12488,"4SPX,P,03 26 2025,02425 850,9.2786,614,04/01/2024"
12489,"4SPX,C,03 26 2025,02425 940,2903.235,198,04/01/2024"
12490,"4SPX,P,03 26 2025,02425 940,9.2796,198,04/01/2024"
12491,"4SPX,C,03 26 2025,02425 950,2903.225,297,04/01/2024"
12492,"4SPX,P,03 26 2025,02425 950,9.2797,297,04/01/2024"
12493,"4SPX,C,03 26 2025,02426 070,2903.113,554,04/01/2024"
12494,"4SPX,P,03 26 2025,02426 070,9.2813,554,04/01/2024"
12495,"4SPX,C,03 26 2025,02426 310,2902.888,40,04/01/2024"
12496,"4SPX,P,03 26 2025,02426 310,9.2847,40,04/01/2024"
12497,"4SPX,C,03 26 2025,02426 360,2902.841,79,04/01/2024"
12498,"4SPX,P,03 26 2025,02426 360,9.2855,79,04/01/2024"
12499,"4SPX,C,03 26 2025,05150 790,502.9384,28,04/01/2024"
12500,"4SPX,C,03 26 2025,05203 580,467.1044,34,04/01/2024"
12501,"4SPX,C,03 26 2025,05305 820,401.2113,2,04/01/2024"
12502,"4SPX,C,03 26 2025,05517 970,279.8882,2,04/01/2024"
12503,"4SPX,C,03 26 2025,05596 310,240.5391,6,04/01/2024"
12504,"4SPX,C,03 26 2025,05775 410,164.687,4,04/01/2024"
12505,"4SPX,C,03 27 2025,02443 430,2887.058,196,04/01/2024"
12506,"4SPX,P,03 27 2025,02443 430,9.5116,196,04/01/2024"
12507,"4SPX,C,03 27 2025,02443 690,2886.811,59,04/01/2024"
12508,"4SPX,P,03 27 2025,02443 690,9.5117,59,04/01/2024"
12509,"4SPX,C,03 27 2025,05248 490,438.614,36,04/01/2024"
12510,"4SPX,C,03 27 2025,05424 810,330.6173,4,04/01/2024"
12511,"4SPX,C,03 27 2025,05482 190,299.3551,2,04/01/2024"
12512,"4SPX,C,03 27 2025,05642 120,220.1835,11,04/01/2024"
12513,"4SPX,C,03 27 2025,05824 870,147.6035,5,04/01/2024"
12514,"4SPX,C,03 27 2025,05871 170,132.3975,14,04/01/2024"
12515,"4SPX,C,03 28 2025,05254 350,435.7252,145,04/01/2024"
12516,"4SPX,C,03 28 2025,05324 760,391.0089,53,04/01/2024"
12517,"4SPX,C,03 28 2025,05346 830,377.4525,49,04/01/2024"
12518,"4SPX,C,03 28 2025,05384 660,354.8137,17,04/01/2024"
12519,"4SPX,C,03 28 2025,05411 980,338.8738,10,04/01/2024"
12520,"4SPX,C,03 28 2025,05648 430,218.1432,10,04/01/2024"
12521,"4SPX,C,03 28 2025,05884 870,128.7741,6,04/01/2024"
12522,"4SPX,P,03 31 2025,03100 040,19.5008,1740,04/01/2024"
12523,"4SPX,P,03 31 2025,03152 580,20.6058,1773,04/01/2024"
12524,"4SPX,P,03 31 2025,03625 470,33.749,2292,04/01/2024"
12525,"4SPX,P,03 31 2025,03678 010,35.6634,2358,04/01/2024"
12526,"4SPX,P,03 31 2025,04150 900,59.9105,940,04/01/2024"
12527,"4SPX,P,03 31 2025,04203 440,63.6018,977,04/01/2024"
12528,"4SPX,P,03 31 2025,04676 330,111.9872,153,04/01/2024"
12529,"4SPX,P,03 31 2025,04728 870,119.5249,158,04/01/2024"
12530,"4SPX,C,04 01 2025,02946 330,2417.075,140,04/01/2024"
12531,"4SPX,P,04 01 2025,02946 330,16.6761,140,04/01/2024"
12532,"4SPX,C,04 01 2025,05240 000,448.3324,0,04/01/2024"
12533,"4SPX,C,04 01 2025,05243 770,445.9369,220,04/01/2024"
12534,"4SPX,C,04 01 2025,05558 400,264.1174,215,04/01/2024"
12535,"4SPX,C,04 01 2025,05675 000,209.3928,0,04/01/2024"
12536,"4SPX,C,04 04 2025,04308 500,1178.823,10,04/01/2024"
12537,"4SPX,C,04 04 2025,04406 730,1094.384,10,04/01/2024"
12538,"4SPX,C,04 07 2025,02625 680,2719.022,350,04/01/2024"
12539,"4SPX,P,04 07 2025,02625 680,12.0672,350,04/01/2024"
12540,"4SPX,C,04 07 2025,02628 950,2715.959,629,04/01/2024"
12541,"4SPX,P,04 07 2025,02628 950,12.1113,629,04/01/2024"
12542,"4SPX,C,04 08 2025,02602 670,2740.875,372,04/01/2024"
12543,"4SPX,P,04 08 2025,02602 670,11.7915,372,04/01/2024"
12544,"4SPX,C,04 09 2025,02682 770,2666.151,179,04/01/2024"
12545,"4SPX,P,04 09 2025,02682 770,12.9249,179,04/01/2024"
12546,"4SPX,C,04 09 2025,02685 440,2663.651,89,04/01/2024"
12547,"4SPX,P,04 09 2025,02685 440,12.9625,89,04/01/2024"
12548,"4SPX,C,04 09 2025,02686 380,2662.771,54,04/01/2024"
12549,"4SPX,P,04 09 2025,02686 380,12.976,54,04/01/2024"
12550,"4SPX,C,04 09 2025,04100 000,1364.732,20,04/01/2024"
12551,"4SPX,P,04 09 2025,04100 000,58.2356,20,04/01/2024"
12552,"4SPX,C,04 14 2025,02701 550,2650.104,266,04/01/2024"
12553,"4SPX,P,04 14 2025,02701 550,13.3799,266,04/01/2024"
12554,"4SPX,C,04 16 2025,02671 630,2678.689,714,04/01/2024"
12555,"4SPX,P,04 16 2025,02671 630,13.0201,714,04/01/2024"
12556,"4SPX,C,04 16 2025,02672 380,2677.988,286,04/01/2024"
12557,"4SPX,P,04 16 2025,02672 380,13.0309,286,04/01/2024"
12558,"4SPX,P,04 17 2025,02400 000,9.5764,1000,04/01/2024"
12559,"4SPX,P,04 17 2025,03000 000,18.4973,1000,04/01/2024"
12560,"4SPX,C,04 17 2025,04224 160,1260.749,10,04/01/2024"
12561,"4SPX,C,04 17 2025,04448 890,1067.923,10,04/01/2024"
12562,"4SPX,C,04 30 2025,03031 150,2347.038,375,04/01/2024"
12563,"4SPX,P,04 30 2025,03031 150,19.8747,375,04/01/2024"
12564,"4SPX,C,04 30 2025,03875 000,1575.943,125,04/01/2024"
12565,"4SPX,C,04 30 2025,04195 000,1293.102,20,04/01/2024"
12566,"4SPX,P,04 30 2025,04195 000,69.0824,20,04/01/2024"
12567,"4SPX,C,05 05 2025,02746 930,2612.26,244,04/01/2024"
12568,"4SPX,P,05 05 2025,02746 930,14.917,244,04/01/2024"
12569,"4SPX,C,05 07 2025,02890 000,2479.676,360,04/01/2024"
12570,"4SPX,C,05 16 2025,02956 100,2420.455,87,04/01/2024"
12571,"4SPX,P,05 16 2025,02956 100,19.2677,87,04/01/2024"
12572,"4SPX,C,05 19 2025,05900 400,157.3827,68,04/01/2024"
12573,"4SPX,P,05 20 2025,02668 510,14.2278,202,04/01/2024"
12574,"4SPX,C,05 20 2025,04547 380,1006.488,7,04/01/2024"
12575,"4SPX,C,05 20 2025,04648 790,923.828,7,04/01/2024"
12576,"4SPX,C,05 28 2025,02933 260,2444.38,82,04/01/2024"
12577,"4SPX,P,05 28 2025,02933 260,19.4568,82,04/01/2024"
12578,"4SPX,C,05 29 2025,02920 790,2456.133,83,04/01/2024"
12579,"4SPX,P,05 29 2025,02920 790,19.2544,83,04/01/2024"
12580,"4SPX,C,05 30 2025,04025 000,1456.877,123,04/01/2024"
12581,"4SPX,C,06 02 2025,02921 630,2456.273,247,04/01/2024"
12582,"4SPX,P,06 02 2025,02921 630,19.4847,247,04/01/2024"
12583,"4SPX,C,06 02 2025,02924 160,2453.937,247,04/01/2024"
12584,"4SPX,P,06 02 2025,02924 160,19.5372,247,04/01/2024"
12585,"4SPX,C,06 04 2025,02980 090,2402.799,258,04/01/2024"
12586,"4SPX,P,06 04 2025,02980 090,20.8361,258,04/01/2024"
12587,"4SPX,C,06 06 2025,02967 290,2415.078,90,04/01/2024"
12588,"4SPX,P,06 06 2025,02967 290,20.6722,90,04/01/2024"
12589,"4SPX,C,06 06 2025,04549 340,1015.571,7,04/01/2024"
12590,"4SPX,C,06 06 2025,04658 520,927.0797,7,04/01/2024"
12591,"4SPX,C,06 20 2025,04698 350,904.3372,7,04/01/2024"
12592,"4SPX,C,06 20 2025,04802 650,823.407,7,04/01/2024"
12593,"4SPX,C,06 23 2025,02951 400,2433.806,484,04/01/2024"
12594,"4SPX,P,06 23 2025,02951 400,21.3169,484,04/01/2024"
12595,"4SPX,C,06 23 2025,03000 560,2388.642,174,04/01/2024"
12596,"4SPX,P,06 23 2025,03000 560,22.446,174,04/01/2024"
12597,"4SPX,C,06 30 2025,04200 000,1320.92,123,04/01/2024"
12598,"4SPX,C,07 03 2025,04697 240,913.9601,7,04/01/2024"
12599,"4SPX,C,07 03 2025,04816 550,821.8116,7,04/01/2024"
12600,"4SPX,C,07 07 2025,03014 300,2380.054,157,04/01/2024"
12601,"4SPX,P,07 07 2025,03014 300,23.8074,157,04/01/2024"
12602,"4SPX,C,07 10 2025,03020 490,2375.255,334,04/01/2024"
12603,"4SPX,P,07 10 2025,03020 490,24.1857,334,04/01/2024"
12604,"4SPX,P,07 15 2025,01934 850,6.1113,233,04/01/2024"
12605,"4SPX,P,07 15 2025,02579 800,15.0085,155,04/01/2024"
12606,"4SPX,C,07 16 2025,03040 200,2358.983,312,04/01/2024"
12607,"4SPX,P,07 16 2025,03040 200,25.1428,312,04/01/2024"
12608,"4SPX,C,07 18 2025,04839 810,814.57,6,04/01/2024"
12609,"4SPX,C,07 18 2025,04944 350,736.9804,6,04/01/2024"
12610,"4SPX,C,07 21 2025,04536 340,1054.321,1,04/01/2024"
12611,"4SPX,C,07 21 2025,05374 660,451.0151,1,04/01/2024"
12612,"4SPX,C,07 22 2025,03081 960,2322.658,307,04/01/2024"
12613,"4SPX,P,07 22 2025,03081 960,26.7176,307,04/01/2024"
12614,"4SPX,C,07 22 2025,03082 410,2322.248,108,04/01/2024"
12615,"4SPX,P,07 22 2025,03082 410,26.7297,108,04/01/2024"
12616,"4SPX,C,07 29 2025,03068 930,2336.626,92,04/01/2024"
12617,"4SPX,P,07 29 2025,03068 930,26.9261,92,04/01/2024"
12618,"4SPX,C,07 31 2025,04400 000,1171.505,121,04/01/2024"
12619,"4SPX,C,08 04 2025,03135 720,2277.746,212,04/01/2024"
12620,"4SPX,P,08 04 2025,03135 720,29.3277,212,04/01/2024"
12621,"4SPX,C,08 07 2025,03184 710,2234.365,75,04/01/2024"
12622,"4SPX,P,08 07 2025,03184 710,31.1658,75,04/01/2024"
12623,"4SPX,C,08 08 2025,03082 290,2327.474,350,04/01/2024"
12624,"4SPX,P,08 08 2025,03082 290,28.1055,350,04/01/2024"
12625,"4SPX,C,08 11 2025,02874 870,2517.082,86,04/01/2024"
12626,"4SPX,P,08 11 2025,02874 870,22.8286,86,04/01/2024"
12627,"4SPX,C,08 14 2025,03223 810,2201.398,297,04/01/2024"
12628,"4SPX,P,08 14 2025,03223 810,33.1854,297,04/01/2024"
12629,"4SPX,C,08 18 2025,03234 770,2192.857,74,04/01/2024"
12630,"4SPX,P,08 18 2025,03234 770,33.961,74,04/01/2024"
12631,"4SPX,C,08 19 2025,03234 150,2193.744,59,04/01/2024"
12632,"4SPX,P,08 19 2025,03234 150,34.0327,59,04/01/2024"
12633,"4SPX,C,08 19 2025,03234 270,2193.636,147,04/01/2024"
12634,"4SPX,P,08 19 2025,03234 270,34.0371,147,04/01/2024"
12635,"4SPX,C,08 19 2025,03234 950,2193.025,369,04/01/2024"
12636,"4SPX,P,08 19 2025,03234 950,34.0621,369,04/01/2024"
12637,"4SPX,C,08 19 2025,03235 650,2192.396,147,04/01/2024"
12638,"4SPX,P,08 19 2025,03235 650,34.0881,147,04/01/2024"
12639,"4SPX,C,08 20 2025,03207 300,2218.209,89,04/01/2024"
12640,"4SPX,P,08 20 2025,03207 300,33.146,89,04/01/2024"
12641,"4SPX,C,08 20 2025,03208 250,2217.355,44,04/01/2024"
12642,"4SPX,P,08 20 2025,03208 250,33.1803,44,04/01/2024"
12643,"4SPX,C,08 20 2025,04975 510,737.5263,6,04/01/2024"
12644,"4SPX,C,08 20 2025,05087 460,658.84,6,04/01/2024"
12645,"4SPX,C,08 21 2025,03238 850,2190.183,74,04/01/2024"
12646,"4SPX,P,08 21 2025,03238 850,34.3963,74,04/01/2024"
12647,"4SPX,C,08 26 2025,02808 110,2581.767,70,04/01/2024"
12648,"4SPX,P,08 26 2025,02808 110,22.1556,70,04/01/2024"
12649,"4SPX,C,08 26 2025,03455 400,1998.291,29,04/01/2024"
12650,"4SPX,C,08 26 2025,06046 950,166.7681,72,04/01/2024"
12651,"4SPX,C,08 27 2025,03344 850,2097.262,201,04/01/2024"
12652,"4SPX,P,08 27 2025,03344 850,39.1358,201,04/01/2024"
12653,"4SPX,C,08 28 2025,03128 610,2291.634,86,04/01/2024"
12654,"4SPX,P,08 28 2025,03128 610,31.1712,86,04/01/2024"
12655,"4SPX,C,08 29 2025,04325 000,1249.88,121,04/01/2024"
12656,"4SPX,C,09 05 2025,04451 140,1151.096,1,04/01/2024"
12657,"4SPX,C,09 05 2025,05104 760,658.2383,4,04/01/2024"
12658,"4SPX,C,09 05 2025,05202 940,592.2829,1,04/01/2024"
12659,"4SPX,C,09 05 2025,05215 020,584.3804,4,04/01/2024"
12660,"4SPX,C,09 08 2025,02920 650,2482.973,604,04/01/2024"
12661,"4SPX,P,09 08 2025,02920 650,25.9452,604,04/01/2024"
12662,"4SPX,C,09 09 2025,02940 550,2465.226,503,04/01/2024"
12663,"4SPX,P,09 09 2025,02940 550,26.5686,503,04/01/2024"
12664,"4SPX,C,09 12 2025,04505 100,1111.887,1,04/01/2024"
12665,"4SPX,C,09 12 2025,05150 680,632.016,1,04/01/2024"
12666,"4SPX,C,09 16 2025,03260 870,2179.13,293,04/01/2024"
12667,"4SPX,P,09 16 2025,03260 870,37.7559,293,04/01/2024"
12668,"4SPX,C,09 17 2025,03181 300,2250.557,300,04/01/2024"
12669,"4SPX,P,09 17 2025,03181 300,34.7542,300,04/01/2024"
12670,"4SPX,C,09 18 2025,02986 500,2426.189,167,04/01/2024"
12671,"4SPX,P,09 18 2025,02986 500,28.5577,167,04/01/2024"
12672,"4SPX,C,09 19 2025,05224 620,587.9593,7,04/01/2024"
12673,"4SPX,C,09 19 2025,05337 470,516.635,7,04/01/2024"
